sra	bioproject	biosample	DOI	platform	read_length	strategy	stranded	organism	accession	host	host_accession	tissue	hpi	plant_tissue	treatment	sample_material	notes	
SRR12867727	PRJNA670487	SAMN16510384	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Helianthus annuus		center	24	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867722	PRJNA670487	SAMN16510391	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Helianthus annuus		periphery	24	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867723	PRJNA670487	SAMN16510390	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Helianthus annuus		periphery	24	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867724	PRJNA670487	SAMN16510389	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Helianthus annuus		periphery	24	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867704	PRJNA670487	SAMN16510089	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PdaFrt	periphery				Mycelium from in vitro culture. Periphery of ~20mm wide mycelium colony		
SRR12867705	PRJNA670487	SAMN16510132	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PdaFrt	periphery				Mycelium from in vitro culture. Periphery of ~20mm wide mycelium colony		
SRR12867706	PRJNA670487	SAMN16510131	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PdaFrt	periphery				Mycelium from in vitro culture. Periphery of ~20mm wide mycelium colony		
SRR12867707	PRJNA670487	SAMN16510130	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PdaNec	center				Mycelium from in vitro culture. Center of ~20mm wide mycelium colony		
SRR12867708	PRJNA670487	SAMN16510129	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PdaNec	center				Mycelium from in vitro culture. Center of ~20mm wide mycelium colony		
SRR12867709	PRJNA670487	SAMN16510128	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PdaNec	center				Mycelium from in vitro culture. Center of ~20mm wide mycelium colony		
SRR12867701	PRJNA670487	SAMN16510092	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDB	ball				Mycelium from in vitro culture. ~20mm wide mycelium ball		
SRR12867702	PRJNA670487	SAMN16510091	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDB	ball				Mycelium from in vitro culture. ~20mm wide mycelium ball		
SRR12867703	PRJNA670487	SAMN16510090	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	in vitro	PDB	ball				Mycelium from in vitro culture. ~20mm wide mycelium ball		
SRR12867749	PRJNA670487	SAMN16510432	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	in vitro	Sscam	colony				Mycelium from in vitro culture. ~20mm wide mycelium colony		
SRR12867750	PRJNA670487	SAMN16510431	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	in vitro	Sscam	colony				Mycelium from in vitro culture. ~20mm wide mycelium colony		
SRR12867751	PRJNA670487	SAMN16510438	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	in vitro	Sscam	colony				Mycelium from in vitro culture. ~20mm wide mycelium colony		
SRR12867746	PRJNA670487	SAMN16510439	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	in vitro	Ssdmso	colony				Mycelium from in vitro culture. ~20mm wide mycelium colony		
SRR12867747	PRJNA670487	SAMN16510434	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	in vitro	Ssdmso	colony				Mycelium from in vitro culture. ~20mm wide mycelium colony		
SRR12867748	PRJNA670487	SAMN16510433	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	in vitro	Ssdmso	colony				Mycelium from in vitro culture. ~20mm wide mycelium colony		
SRR12867743	PRJNA670487	SAMN16510407	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Phaseolus vulgaris		center	50	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867744	PRJNA670487	SAMN16510406	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Phaseolus vulgaris		center	50	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867745	PRJNA670487	SAMN16510405	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Phaseolus vulgaris		center	50	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867740	PRJNA670487	SAMN16510410	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Phaseolus vulgaris		periphery	50	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867741	PRJNA670487	SAMN16510409	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Phaseolus vulgaris		periphery	50	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867742	PRJNA670487	SAMN16510408	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Phaseolus vulgaris		periphery	50	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867737	PRJNA670487	SAMN16510413	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Ricinus communis		center	50	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867738	PRJNA670487	SAMN16510412	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Ricinus communis		center	50	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867739	PRJNA670487	SAMN16510411	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Ricinus communis		center	50	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867734	PRJNA670487	SAMN16510416	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Ricinus communis		periphery	50	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867735	PRJNA670487	SAMN16510415	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Ricinus communis		periphery	50	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867736	PRJNA670487	SAMN16510414	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia sclerotiorum	1980	Ricinus communis		periphery	50	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867719	PRJNA670487	SAMN16510387	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Solanum lycopersicum		center	50	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867720	PRJNA670487	SAMN16510386	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Solanum lycopersicum		center	50	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867721	PRJNA670487	SAMN16510392	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Solanum lycopersicum		center	50	leaf		Mycelium from leaves of 5-week old plants. Center of ~20mm wide disease lesion on leaves		
SRR12867716	PRJNA670487	SAMN16510395	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Solanum lycopersicum		periphery	50	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867717	PRJNA670487	SAMN16510394	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Solanum lycopersicum		periphery	50	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867718	PRJNA670487	SAMN16510393	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	SE		Sclerotinia sclerotiorum	1980	Solanum lycopersicum		periphery	50	leaf		Mycelium from leaves of 5-week old plants. Periphery of ~20mm wide disease lesion on leaves		
SRR12867755	PRJNA670487	SAMN16510430	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia trifoliorum	SwB9	in vitro	Sscam	colony				Mycelium from in vitro culture. ~20mm wide mycelium colony		
SRR12867756	PRJNA670487	SAMN16510429	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia trifoliorum	SwB9	in vitro	Sscam	colony				Mycelium from in vitro culture. ~20mm wide mycelium colony		
SRR12867757	PRJNA670487	SAMN16510428	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia trifoliorum	SwB9	in vitro	Sscam	colony				Mycelium from in vitro culture. ~20mm wide mycelium colony		
SRR12867752	PRJNA670487	SAMN16510437	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia trifoliorum	SwB9	in vitro	Ssdmso	colony				Mycelium from in vitro culture. ~20mm wide mycelium colony		
SRR12867753	PRJNA670487	SAMN16510436	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia trifoliorum	SwB9	in vitro	Ssdmso	colony				Mycelium from in vitro culture. ~20mm wide mycelium colony		
SRR12867754	PRJNA670487	SAMN16510435	https://doi.org/10.1038/s41396-021-01058-x	ILLUMINA	125	PE		Sclerotinia trifoliorum	SwB9	in vitro	Ssdmso	colony				Mycelium from in vitro culture. ~20mm wide mycelium colony		
SRR13349983	PRJNA687280	SAMN17140920	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		6	stem		6 hours post inoculation		
SRR13349984	PRJNA687280	SAMN17140919	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		6	stem		6 hours post inoculation		
SRR13349985	PRJNA687280	SAMN17140918	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		6	stem		6 hours post inoculation		
SRR13349978	PRJNA687280	SAMN17140923	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		12	stem		12 hours post inoculation		
SRR13349979	PRJNA687280	SAMN17140922	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		12	stem		12 hours post inoculation		
SRR13349980	PRJNA687280	SAMN17140921	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		12	stem		12 hours post inoculation		
SRR13349974	PRJNA687280	SAMN17140926	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		24	stem		24 hours post inoculation		
SRR13349975	PRJNA687280	SAMN17140925	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		24	stem		24 hours post inoculation		
SRR13349976	PRJNA687280	SAMN17140924	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		24	stem		24 hours post inoculation		
SRR13349969	PRJNA687280	SAMN17140929	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		48	stem		48 hours post inoculation		
SRR13349971	PRJNA687280	SAMN17140928	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		48	stem		48 hours post inoculation		
SRR13349972	PRJNA687280	SAMN17140927	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		48	stem		48 hours post inoculation		
SRR13349965	PRJNA687280	SAMN17140932	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		72	stem		72 hours post inoculation		
SRR13349966	PRJNA687280	SAMN17140931	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		72	stem		72 hours post inoculation		
SRR13349967	PRJNA687280	SAMN17140930	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	Kyabra		72	stem		72 hours post inoculation		
SRR13349960	PRJNA687280	SAMN17140905	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		6	stem		6 hours post inoculation		
SRR13349970	PRJNA687280	SAMN17140904	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		6	stem		6 hours post inoculation		
SRR13349981	PRJNA687280	SAMN17140903	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		6	stem		6 hours post inoculation		
SRR13349956	PRJNA687280	SAMN17140908	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		12	stem		12 hours post inoculation		
SRR13349957	PRJNA687280	SAMN17140907	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		12	stem		12 hours post inoculation		
SRR13349958	PRJNA687280	SAMN17140906	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		12	stem		12 hours post inoculation		
SRR13349999	PRJNA687280	SAMN17140911	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		24	stem		24 hours post inoculation		
SRR13350000	PRJNA687280	SAMN17140910	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		24	stem		24 hours post inoculation		
SRR13350001	PRJNA687280	SAMN17140909	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		24	stem		24 hours post inoculation		
SRR13349995	PRJNA687280	SAMN17140914	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		48	stem		48 hours post inoculation		
SRR13349996	PRJNA687280	SAMN17140913	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		48	stem		48 hours post inoculation		
SRR13349997	PRJNA687280	SAMN17140912	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		48	stem		48 hours post inoculation		
SRR13349990	PRJNA687280	SAMN17140917	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		72	stem		72 hours post inoculation		
SRR13349991	PRJNA687280	SAMN17140916	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		72	stem		72 hours post inoculation		
SRR13349993	PRJNA687280	SAMN17140915	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	Cicer arietinum	PBA HatTrick		72	stem		72 hours post inoculation		
SRR13349961	PRJNA687280	SAMN17140935	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	in vitro	PDB	ball						
SRR13349962	PRJNA687280	SAMN17140934	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	in vitro	PDB	ball						
SRR13349963	PRJNA687280	SAMN17140933	https://doi.org/10.1186/s12864-021-07655-6	ILLUMINA	150	PE		Sclerotinia sclerotiorum	CU8.20	in vitro	PDB	ball						
SRR13570943	PRJNA695466	SAMN17615131	https://doi.org/10.3390%2Fjof7070493	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	in vitro	PDA	colony				The virus-free strain of Sclerotinia sclerotiorum DT-8		
SRR13570944	PRJNA695466	SAMN17615131	https://doi.org/10.3390%2Fjof7070493	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	in vitro	PDA	colony				The virus-free strain of Sclerotinia sclerotiorum DT-8		
SRR13570945	PRJNA695466	SAMN17615131	https://doi.org/10.3390%2Fjof7070493	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8	in vitro	PDA	colony				The virus-free strain of Sclerotinia sclerotiorum DT-8		
SRR13570946	PRJNA695466	SAMN17615130	https://doi.org/10.3390%2Fjof7070493	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	in vitro	PDA	colony				The Sclerotinia sclerotiorum infected the SsHADV-1		
SRR13570947	PRJNA695466	SAMN17615130	https://doi.org/10.3390%2Fjof7070493	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	in vitro	PDA	colony				The Sclerotinia sclerotiorum infected the SsHADV-1		
SRR13570948	PRJNA695466	SAMN17615130	https://doi.org/10.3390%2Fjof7070493	ILLUMINA	150	PE		Sclerotinia sclerotiorum	DT-8 SsHADV-1 infected	in vitro	PDA	colony				The Sclerotinia sclerotiorum infected the SsHADV-1		
SRR13838068	PRJNA706136	SAMN18118668	https://link.springer.com/article/10.1007/s00122-023-04335-9	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica oleracea		lesion	8	petiole		N1909PetI1		
SRR13838076	PRJNA706136	SAMN18118670	https://link.springer.com/article/10.1007/s00122-023-04335-9	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica oleracea		lesion	8	petiole		N1909PetI3		
SRR13838077	PRJNA706136	SAMN18118669	https://link.springer.com/article/10.1007/s00122-023-04335-9	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica oleracea		lesion	8	petiole		N1909PetI2		
SRR13838072	PRJNA706136	SAMN18118664	https://link.springer.com/article/10.1007/s00122-023-04335-9	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica villosa		lesion	8	petiole		N1896PetI3		
SRR13838073	PRJNA706136	SAMN18118663	https://link.springer.com/article/10.1007/s00122-023-04335-9	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica villosa		lesion	8	petiole		N1896PetI2		
SRR13838074	PRJNA706136	SAMN18118662	https://link.springer.com/article/10.1007/s00122-023-04335-9	ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica villosa		lesion	8	petiole		N1896PetI1		
SRR14028472	PRJNA716204	SAMN18397848	https://doi.org/10.1093/jxb/erac333	ILLUMINA	100	SE		Sclerotinia sclerotiorum		Brassica napus		lesion	24	leaf_epidermis		Infected epidermis tissue from mature canola leaves		
SRR14028473	PRJNA716204	SAMN18397846	https://doi.org/10.1093/jxb/erac333	ILLUMINA	100	SE		Sclerotinia sclerotiorum		Brassica napus		lesion	24	leaf_epidermis		Infected epidermis tissue from mature canola leaves		
SRR14028474	PRJNA716204	SAMN18397843	https://doi.org/10.1093/jxb/erac333	ILLUMINA	100	SE		Sclerotinia sclerotiorum		Brassica napus		lesion	24	leaf_epidermis		Infected epidermis tissue from mature canola leaves		
SRR14028478	PRJNA716204	SAMN18397829	https://doi.org/10.1093/jxb/erac333	ILLUMINA	100	SE		Sclerotinia sclerotiorum		Brassica napus		lesion	24	leaf_mesophyll		Infected mesophyll tissue from mature canola leaves		
SRR14028479	PRJNA716204	SAMN18397825	https://doi.org/10.1093/jxb/erac333	ILLUMINA	100	SE		Sclerotinia sclerotiorum		Brassica napus		lesion	24	leaf_mesophyll		Infected mesophyll tissue from mature canola leaves		
SRR14028484	PRJNA716204	SAMN18397810	https://doi.org/10.1093/jxb/erac333	ILLUMINA	100	SE		Sclerotinia sclerotiorum		Brassica napus		lesion	24	leaf_vascular		Infected vascular tissue from mature canola leaves		
SRR14028485	PRJNA716204	SAMN18397807	https://doi.org/10.1093/jxb/erac333	ILLUMINA	100	SE		Sclerotinia sclerotiorum		Brassica napus		lesion	24	leaf_vascular		Infected vascular tissue from mature canola leaves		
SRR14028486	PRJNA716204	SAMN18397802	https://doi.org/10.1093/jxb/erac333	ILLUMINA	100	SE		Sclerotinia sclerotiorum		Brassica napus		lesion	24	leaf_vascular		Infected vascular tissue from mature canola leaves		
SRR14028487	PRJNA716204	SAMN18397921	https://doi.org/10.1093/jxb/erac333	ILLUMINA	100	SE		Sclerotinia sclerotiorum		Brassica napus		lesion	24	leaf_vascular		Infected vascular tissue from mature canola leaves		
SRR14740025	PRJNA735329	SAMN19575710	https://doi.org/10.3389/fpls.2021.716935	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Ning RS-1	lesion	6	leaf				
SRR14740028	PRJNA735329	SAMN19575709	https://doi.org/10.3389/fpls.2021.716935	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Ning RS-1	lesion	6	leaf				
SRR14740029	PRJNA735329	SAMN19575708	https://doi.org/10.3389/fpls.2021.716935	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Ning RS-1	lesion	6	leaf				
SRR14740022	PRJNA735329	SAMN19575713	https://doi.org/10.3389/fpls.2021.716935	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Ning RS-1	lesion	24	leaf				
SRR14740023	PRJNA735329	SAMN19575712	https://doi.org/10.3389/fpls.2021.716935	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Ning RS-1	lesion	24	leaf				
SRR14740024	PRJNA735329	SAMN19575711	https://doi.org/10.3389/fpls.2021.716935	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Ning RS-1	lesion	24	leaf				
SRR14740019	PRJNA735329	SAMN19575716	https://doi.org/10.3389/fpls.2021.716935	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Ning RS-1	lesion	48	leaf				
SRR14740020	PRJNA735329	SAMN19575715	https://doi.org/10.3389/fpls.2021.716935	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Ning RS-1	lesion	48	leaf				
SRR14740021	PRJNA735329	SAMN19575714	https://doi.org/10.3389/fpls.2021.716935	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	Brassica napus	Ning RS-1	lesion	48	leaf				
SRR15058739	PRJNA744325	SAMN20087435	https://doi.org/10.3389/fpls.2021.663536	ILLUMINA	150	PE		Sclerotinia sclerotiorum	SS-1	Brassica napus	MED16 overexpressing	lesion	6	leaf				
SRR15058740	PRJNA744325	SAMN20087435	https://doi.org/10.3389/fpls.2021.663536	ILLUMINA	150	PE		Sclerotinia sclerotiorum	SS-1	Brassica napus	MED16 overexpressing	lesion	6	leaf				
SRR15058741	PRJNA744325	SAMN20087435	https://doi.org/10.3389/fpls.2021.663536	ILLUMINA	150	PE		Sclerotinia sclerotiorum	SS-1	Brassica napus	MED16 overexpressing	lesion	6	leaf				
SRR15058742	PRJNA744325	SAMN20087435	https://doi.org/10.3389/fpls.2021.663536	ILLUMINA	150	PE		Sclerotinia sclerotiorum	SS-1	Brassica napus	Westar (Susceptible)	lesion	6	leaf				
SRR15058743	PRJNA744325	SAMN20087435	https://doi.org/10.3389/fpls.2021.663536	ILLUMINA	150	PE		Sclerotinia sclerotiorum	SS-1	Brassica napus	Westar (Susceptible)	lesion	6	leaf				
SRR15058744	PRJNA744325	SAMN20087435	https://doi.org/10.3389/fpls.2021.663536	ILLUMINA	150	PE		Sclerotinia sclerotiorum	SS-1	Brassica napus	Westar (Susceptible)	lesion	6	leaf				
SRR15068894	PRJNA744751	SAMN20118001	https://doi.org/10.3389/fmicb.2021.693334	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980	in vitro	PDA	colony						
SRR15068892	PRJNA744751	SAMN20118003	https://doi.org/10.3389/fmicb.2021.693334	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980 Sicnd1-20 silenced	in vitro	PDA	colony						
SRR15068893	PRJNA744751	SAMN20118002	https://doi.org/10.3389/fmicb.2021.693334	ILLUMINA	150	PE		Sclerotinia sclerotiorum	1980 Sicnd1-9 silenced	in vitro	PDA	colony						
SRR15222189	PRJNA749126	SAMN20353635		ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	Zhongshuang 11	lesion	24	leaf	pre-absorbed K2SiO3 for 24 h		Might be unpublished	
SRR15222190	PRJNA749126	SAMN20353633		ILLUMINA	150	PE		Sclerotinia sclerotiorum		Brassica napus	Zhongshuang 11	lesion	24	leaf	pre-absorbed K2SO4 for 24 h		Might be unpublished	
SRR16082427	PRJNA766564	SAMN21851186	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	1703	lesion	0	stem				
SRR16082429	PRJNA766564	SAMN21851187	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	1703	lesion	0	stem				
SRR16082431	PRJNA766564	SAMN21851188	https://doi.org/10.1371/journal.pone.0261102	ILLUMINA	100	PE		Sclerotinia sclerotiorum		Brassica napus	1703	lesion	0	stem				
